Date,State,Infected,Recovered,Death
29-08-2021,Andhra Pradesh,2010566,1981906,13807
30-08-2021,Andhra Pradesh,2012123,1983119,13825
31-08-2021,Andhra Pradesh,2013001,1984301,13838
1/9/2021,Andhra Pradesh,2014116,1985566,13857
2/9/2021,Andhra Pradesh,2015302,1986962,13867
3/9/2021,Andhra Pradesh,2016680,1988101,13877
4/9/2021,Andhra Pradesh,2018200,1989391,13887
5/9/2021,Andhra Pradesh,2019702,1990916,13903
6/9/2021,Andhra Pradesh,2021325,1992256,13911
7/9/2021,Andhra Pradesh,2022064,1993589,13925
8/9/2021,Andhra Pradesh,2023242,1994855,13935
9/9/2021,Andhra Pradesh,2024603,1996143,13950
10/9/2021,Andhra Pradesh,2026042,1997454,13964
11/9/2021,Andhra Pradesh,2027650,1998561,13970
12/9/2021,Andhra Pradesh,2028795,1999651,13987
13-09-2021,Andhra Pradesh,2029985,2000877,13998
14-09-2021,Andhra Pradesh,2030849,2002187,14010
15-09-2021,Andhra Pradesh,2031974,2003543,14019
16-09-2021,Andhra Pradesh,2033419,2004786,14030
17-09-2021,Andhra Pradesh,2033419,2004786,14030
18-09-2021,Andhra Pradesh,2034786,2006034,14044
19-09-2021,Andhra Pradesh,2037353,2008639,14061
20-09-2021,Andhra Pradesh,2038690,2009921,14070
21-09-2021,Andhra Pradesh,2039529,2011063,14078
22-09-2021,Andhra Pradesh,2040708,2012714,14089
23-09-2021,Andhra Pradesh,2042073,2014180,14097
24-09-2021,Andhra Pradesh,2043244,2015387,14108
25-09-2021,Andhra Pradesh,2044490,2016837,14118
26-09-2021,Andhra Pradesh,2045657,2018324,14125
27-09-2021,Andhra Pradesh,2046841,2019657,14136
28-09-2021,Andhra Pradesh,2047459,2020835,14142
29-09-2021,Andhra Pradesh,2048230,2022168,14150
30-09-2021,Andhra Pradesh,2049314,2023496,14163
1/10/2021,Andhra Pradesh,2050324,2024645,14176
2/10/2021,Andhra Pradesh,2051133,2025805,14186
3/10/2021,Andhra Pradesh,2051998,2027229,14195
4/10/2021,Andhra Pradesh,2052763,2028202,14204
5/10/2021,Andhra Pradesh,2053192,2029231,14208
6/10/2021,Andhra Pradesh,2053863,2030503,14219
7/10/2021,Andhra Pradesh,2054663,2031681,14228
8/10/2021,Andhra Pradesh,2055306,2032520,14236
9/10/2021,Andhra Pradesh,2055999,2033447,14242
10/10/2021,Andhra Pradesh,2056628,2034244,14250
11/10/2021,Andhra Pradesh,2057252,2035054,14254
12/10/2021,Andhra Pradesh,2057562,2036048,14256
13-10-2021,Andhra Pradesh,2058065,2036865,14268
14-10-2021,Andhra Pradesh,2058582,2037691,14276
15-10-2021,Andhra Pradesh,2059122,2038248,14286
16-10-2021,Andhra Pradesh,2059708,2038960,14295
17-10-2021,Andhra Pradesh,2060040,2039545,14302
18-10-2021,Andhra Pradesh,2060472,2040131,14307
19-10-2021,Andhra Pradesh,2060804,2040782,14313
20-10-2021,Andhra Pradesh,2061287,2041316,14317
21-10-2021,Andhra Pradesh,2061810,2041924,14320
22-10-2021,Andhra Pradesh,2062303,2042476,14327
23-10-2021,Andhra Pradesh,2062781,2043050,14333
24-10-2021,Andhra Pradesh,2063177,2043616,14339
25-10-2021,Andhra Pradesh,2063577,2044132,14343
26-10-2021,Andhra Pradesh,2063872,2044692,14350
27-10-2021,Andhra Pradesh,2064287,2045276,14356
28-10-2021,Andhra Pradesh,2064854,2045713,14364
29-10-2021,Andhra Pradesh,2065235,2046127,14365
30-10-2021,Andhra Pradesh,2065716,2046512,14367
31-10-2021,Andhra Pradesh,2066065,2047047,14369
1/11/2021,Andhra Pradesh,2066450,2047722,14373
2/11/2021,Andhra Pradesh,2066670,2048151,14377
3/11/2021,Andhra Pradesh,2066929,2048505,14382
4/11/2021,Andhra Pradesh,2067255,2048971,14386
5/11/2021,Andhra Pradesh,2067556,2049338,14388
6/11/2021,Andhra Pradesh,2067706,2049555,14391
7/11/2021,Andhra Pradesh,2067921,2049961,14392
8/11/2021,Andhra Pradesh,2068241,2050386,14397
9/11/2021,Andhra Pradesh,2068487,2050720,14401
10/11/2021,Andhra Pradesh,2068718,2051082,14403
11/11/2021,Andhra Pradesh,2069066,2051440,14406
12/11/2021,Andhra Pradesh,2069352,2051747,14409
13-11-2021,Andhra Pradesh,2069614,2051976,14411
14-11-2021,Andhra Pradesh,2069770,2052230,14412
15-11-2021,Andhra Pradesh,2069978,2052477,14415
16-11-2021,Andhra Pradesh,2070095,2052718,14416
17-11-2021,Andhra Pradesh,2070286,2053134,14418
18-11-2021,Andhra Pradesh,2070516,2053480,14421
19-11-2021,Andhra Pradesh,2070738,2053755,14423
20-11-2021,Andhra Pradesh,2070906,2054056,14425
21-11-2021,Andhra Pradesh,2071070,2054252,14426
22-11-2021,Andhra Pradesh,2071244,2054553,14426
23-11-2021,Andhra Pradesh,2071371,2054737,14428
24-11-2021,Andhra Pradesh,2071567,2054979,14429
25-11-2021,Andhra Pradesh,2071831,2055226,14430
26-11-2021,Andhra Pradesh,2072014,2055389,14431
27-11-2021,Andhra Pradesh,2072198,2055603,14432
28-11-2021,Andhra Pradesh,2072446,2055856,14432
29-11-2021,Andhra Pradesh,2072624,2056046,14438
30-11-2021,Andhra Pradesh,2072725,2056184,14439
1/12/2021,Andhra Pradesh,2072909,2056318,14442
2/12/2021,Andhra Pradesh,2073093,2056501,14443
3/12/2021,Andhra Pradesh,2073252,2056670,14444
4/12/2021,Andhra Pradesh,2073390,2056788,14445
5/12/2021,Andhra Pradesh,2073576,2056979,14448
6/12/2021,Andhra Pradesh,2073730,2057156,14452
7/12/2021,Andhra Pradesh,2073852,2057369,14453
8/12/2021,Andhra Pradesh,2074036,2057573,14455
9/12/2021,Andhra Pradesh,2074217,2057749,14457
10/12/2021,Andhra Pradesh,2074410,2057913,14460
11/12/2021,Andhra Pradesh,2074552,2058101,14462
12/12/2021,Andhra Pradesh,2074708,2058289,14465
13-12-2021,Andhra Pradesh,2074868,2058490,14466
14-12-2021,Andhra Pradesh,2074976,2058631,14467
15-12-2021,Andhra Pradesh,2075108,2058817,14468
16-12-2021,Andhra Pradesh,2075271,2058979,14471
17-12-2021,Andhra Pradesh,2075419,2059131,14474
18-12-2021,Andhra Pradesh,2075546,2059311,14477
19-12-2021,Andhra Pradesh,2075683,2059500,14478
20-12-2021,Andhra Pradesh,2075804,2059728,14479
21-12-2021,Andhra Pradesh,2075879,2059882,14480
22-12-2021,Andhra Pradesh,2075974,2060061,14481
23-12-2021,Andhra Pradesh,2076077,2060236,14483
24-12-2021,Andhra Pradesh,2076212,2060400,14486
25-12-2021,Andhra Pradesh,2076306,2060539,14488
26-12-2021,Andhra Pradesh,2076410,2060672,14489
27-12-2021,Andhra Pradesh,2076492,2060836,14490
28-12-2021,Andhra Pradesh,2076546,2060957,14490
29-12-2021,Andhra Pradesh,2076687,2061122,14492
30-12-2021,Andhra Pradesh,2076849,2061308,14492
31-12-2021,Andhra Pradesh,2076979,2061405,14493
1/1/2022,Andhra Pradesh,2077145,2061496,14495
2/1/2022,Andhra Pradesh,2077321,2061599,14495
3/1/2022,Andhra Pradesh,2077486,2061729,14497
4/1/2022,Andhra Pradesh,2077608,2061832,14498
5/1/2022,Andhra Pradesh,2077942,2061927,14499
6/1/2022,Andhra Pradesh,2078376,2062029,14499
7/1/2022,Andhra Pradesh,2078923,2062157,14500
8/1/2022,Andhra Pradesh,2079763,2062290,14501
9/1/2022,Andhra Pradesh,2080602,2062440,14503
10/1/2022,Andhra Pradesh,2081859,2062580,14505
11/1/2022,Andhra Pradesh,2082843,2062732,14505
12/1/2022,Andhra Pradesh,2084674,2062974,14505
13-01-2022,Andhra Pradesh,2087879,2063255,14505
14-01-2022,Andhra Pradesh,2092227,2063516,14507
15-01-2022,Andhra Pradesh,2096755,2063934,14508
16-01-2022,Andhra Pradesh,2101710,2064331,14509
17-01-2022,Andhra Pradesh,2106280,2065000,14510
18-01-2022,Andhra Pradesh,2110388,2065696,14510
19-01-2022,Andhra Pradesh,2117384,2066762,14514
20-01-2022,Andhra Pradesh,2127441,2067984,14522
21-01-2022,Andhra Pradesh,2140056,2071658,14527
22-01-2022,Andhra Pradesh,2153268,2074600,14532
23-01-2022,Andhra Pradesh,2166194,2078513,14538
24-01-2022,Andhra Pradesh,2180634,2082482,14542
25-01-2022,Andhra Pradesh,2195136,2087282,14549
26-01-2022,Andhra Pradesh,2208955,2092998,14561
27-01-2022,Andhra Pradesh,2222573,2101685,14570
28-01-2022,Andhra Pradesh,2236047,2111975,14579
29-01-2022,Andhra Pradesh,2248608,2120717,14591
30-01-2022,Andhra Pradesh,2260181,2130162,14594
31-01-2022,Andhra Pradesh,2270491,2139854,14606
1/2/2022,Andhra Pradesh,2276370,2151238,14615
2/2/2022,Andhra Pradesh,2282583,2162033,14620
3/2/2022,Andhra Pradesh,2288566,2173313,14631
4/2/2022,Andhra Pradesh,2293171,2185042,14641
5/2/2022,Andhra Pradesh,2297369,2194359,14646
6/2/2022,Andhra Pradesh,2300765,2207364,14655
7/2/2022,Andhra Pradesh,2303455,2219219,14664
8/2/2022,Andhra Pradesh,2305052,2227985,14672
9/2/2022,Andhra Pradesh,2306943,2238226,14677
10/2/2022,Andhra Pradesh,2308622,2247824,14679
11/2/2022,Andhra Pradesh,2309967,2254400,14683
12/2/2022,Andhra Pradesh,2311133,2264032,14688
13-02-2022,Andhra Pradesh,2312029,2272881,14694
14-02-2022,Andhra Pradesh,2312778,2279152,14697
15-02-2022,Andhra Pradesh,2313212,2283788,14698
16-02-2022,Andhra Pradesh,2313827,2286575,14702
17-02-2022,Andhra Pradesh,2314502,2288989,14705
18-02-2022,Andhra Pradesh,2315030,2290853,14707
19-02-2022,Andhra Pradesh,2315525,2292396,14708
20-02-2022,Andhra Pradesh,2315950,2293882,14710
21-02-2022,Andhra Pradesh,2316285,2294818,14713
22-02-2022,Andhra Pradesh,2316467,2295768,14714
23-02-2022,Andhra Pradesh,2316711,2296430,14716
24-02-2022,Andhra Pradesh,2316964,2297065,14718
25-02-2022,Andhra Pradesh,2317184,2297537,14720
26-02-2022,Andhra Pradesh,2317464,2298033,14722
27-02-2022,Andhra Pradesh,2317605,2299362,14725
28-02-2022,Andhra Pradesh,2317741,2300165,14726
1/3/2022,Andhra Pradesh,2317812,2300760,14727
2/3/2022,Andhra Pradesh,2317953,2301210,14729
3/3/2022,Andhra Pradesh,2318054,2301668,14729
4/3/2022,Andhra Pradesh,2318176,2301904,14729
5/3/2022,Andhra Pradesh,2318262,2302192,14729
6/3/2022,Andhra Pradesh,2318338,2302458,14729
7/3/2022,Andhra Pradesh,2318417,2302625,14729
8/3/2022,Andhra Pradesh,2318478,2302862,14729
9/3/2022,Andhra Pradesh,2318547,2303001,14729
10/3/2022,Andhra Pradesh,2318617,2303130,14729
11/3/2022,Andhra Pradesh,2318705,2303227,14729
12/3/2022,Andhra Pradesh,2318751,2303361,14729
13-03-2022,Andhra Pradesh,2318801,2303438,14730
14-03-2022,Andhra Pradesh,2318858,2303522,14730
15-03-2022,Andhra Pradesh,2318884,2303607,14730
16-03-2022,Andhra Pradesh,2318943,2303690,14730
17-03-2022,Andhra Pradesh,2319012,2303772,14730
18-03-2022,Andhra Pradesh,2319066,2303829,14730
19-03-2022,Andhra Pradesh,2319141,2303875,14730
20-03-2022,Andhra Pradesh,2319181,2303933,14730
21-03-2022,Andhra Pradesh,2319230,2303989,14730
22-03-2022,Andhra Pradesh,2319267,2304031,14730
23-03-2022,Andhra Pradesh,2319297,2304082,14730
24-03-2022,Andhra Pradesh,2319328,2304148,14730
25-03-2022,Andhra Pradesh,2319367,2304193,14730
26-03-2022,Andhra Pradesh,2319407,2304248,14730
27-03-2022,Andhra Pradesh,2319448,2304323,14730
28-03-2022,Andhra Pradesh,2319475,2304378,14730
29-03-2022,Andhra Pradesh,2319504,2304428,14730
30-03-2022,Andhra Pradesh,2319509,2304465,14730
31-03-2022,Andhra Pradesh,2319524,2304506,14730
1/4/2022,Andhra Pradesh,2319532,2304551,14730
2/4/2022,Andhra Pradesh,2319560,2304628,14730
3/4/2022,Andhra Pradesh,2319566,2304661,14730
4/4/2022,Andhra Pradesh,2319577,2304697,14730
5/4/2022,Andhra Pradesh,2319578,2304729,14730
6/4/2022,Andhra Pradesh,2319583,2304766,14730
7/4/2022,Andhra Pradesh,2319586,2304786,14730
8/4/2022,Andhra Pradesh,2319591,2304792,14730
9/4/2022,Andhra Pradesh,2319599,2304806,14730
10/4/2022,Andhra Pradesh,2319607,2304821,14730
11/4/2022,Andhra Pradesh,2319612,2304825,14730
12/4/2022,Andhra Pradesh,2319614,2304841,14730
13-04-2022,Andhra Pradesh,2319616,2304845,14730
14-04-2022,Andhra Pradesh,2319617,2304854,14730
15-04-2022,Andhra Pradesh,2319622,2304861,14730
16-04-2022,Andhra Pradesh,2319636,2304865,14730
17-04-2022,Andhra Pradesh,2319640,2304872,14730
18-04-2022,Andhra Pradesh,2319645,2304872,14730
19-04-2022,Andhra Pradesh,2319646,2304873,14730
20-04-2022,Andhra Pradesh,2319651,2304883,14730
21-04-2022,Andhra Pradesh,2319652,2304887,14730
22-04-2022,Andhra Pradesh,2319653,2304888,14730
23-04-2022,Andhra Pradesh,2319657,2304894,14730
24-04-2022,Andhra Pradesh,2319659,2304896,14730
25-04-2022,Andhra Pradesh,2319662,2304898,14730
26-04-2022,Andhra Pradesh,2319662,2304910,14730
27-04-2022,Andhra Pradesh,2319666,2304918,14730
28-04-2022,Andhra Pradesh,2319670,2304926,14730
29-04-2022,Andhra Pradesh,2319675,2304929,14730
30-04-2022,Andhra Pradesh,2319683,2304933,14730
1/5/2022,Andhra Pradesh,2319687,2304934,14730
2/5/2022,Andhra Pradesh,2319699,2304939,14730
3/5/2022,Andhra Pradesh,2319699,2304939,14730
4/5/2022,Andhra Pradesh,2319707,2304939,14730
5/5/2022,Andhra Pradesh,2319707,2304939,14730
6/5/2022,Andhra Pradesh,2319720,2304950,14730
7/5/2022,Andhra Pradesh,2319732,2304955,14730
8/5/2022,Andhra Pradesh,2319737,2304957,14730
9/5/2022,Andhra Pradesh,2319746,2304958,14730
10/5/2022,Andhra Pradesh,2319747,2304968,14730
11/5/2022,Andhra Pradesh,2319752,2304974,14730
12/5/2022,Andhra Pradesh,2319756,2304978,14730
13-05-2022,Andhra Pradesh,2319777,2304987,14730
14-05-2022,Andhra Pradesh,2319797,2304995,14730
15-05-2022,Andhra Pradesh,2319814,2305005,14730
16-05-2022,Andhra Pradesh,2319837,2305018,14730
17-05-2022,Andhra Pradesh,2319846,2305024,14730
18-05-2022,Andhra Pradesh,2319846,2305024,14730
19-05-2022,Andhra Pradesh,2319854,2305031,14731
20-05-2022,Andhra Pradesh,2319855,2305054,14731
21-05-2022,Andhra Pradesh,2319862,2305074,14731
22-05-2022,Andhra Pradesh,2319869,2305076,14731
23-05-2022,Andhra Pradesh,2319883,2305077,14731
24-05-2022,Andhra Pradesh,2319885,2305084,14731
25-05-2022,Andhra Pradesh,2319891,2305102,14731
26-05-2022,Andhra Pradesh,2319898,2305105,14731
27-05-2022,Andhra Pradesh,2319900,2305108,14731
28-05-2022,Andhra Pradesh,2319902,2305113,14731
29-05-2022,Andhra Pradesh,2319914,2305128,14731
30-05-2022,Andhra Pradesh,2319918,2305140,14731
31-05-2022,Andhra Pradesh,2319922,2305148,14731
1/6/2022,Andhra Pradesh,2319932,2305154,14731
2/6/2022,Andhra Pradesh,2319943,2305163,14731
3/6/2022,Andhra Pradesh,2319957,2305168,14731
4/6/2022,Andhra Pradesh,2319966,2305174,14731
5/6/2022,Andhra Pradesh,2319970,2305178,14731
6/6/2022,Andhra Pradesh,2319981,2305184,14731
7/6/2022,Andhra Pradesh,2319988,2305189,14731
8/6/2022,Andhra Pradesh,2320008,2305198,14731
9/6/2022,Andhra Pradesh,2320038,2305210,14731
10/6/2022,Andhra Pradesh,2320060,2305224,14731
11/6/2022,Andhra Pradesh,2320082,2305236,14731
12/6/2022,Andhra Pradesh,2320098,2305241,14731
13-06-2022,Andhra Pradesh,2320121,2305254,14731
14-06-2022,Andhra Pradesh,2320139,2305261,14731
15-06-2022,Andhra Pradesh,2320172,2305277,14731
16-06-2022,Andhra Pradesh,2320225,2305304,14731
17-06-2022,Andhra Pradesh,2320264,2305328,14731
18-06-2022,Andhra Pradesh,2320310,2305353,14731
19-06-2022,Andhra Pradesh,2320353,2305372,14731
20-06-2022,Andhra Pradesh,2320414,2305390,14731
21-06-2022,Andhra Pradesh,2320439,2305410,14731
22-06-2022,Andhra Pradesh,2320509,2305438,14731
23-06-2022,Andhra Pradesh,2320595,2305495,14731
24-06-2022,Andhra Pradesh,2320682,2305545,14731
25-06-2022,Andhra Pradesh,2320780,2305587,14731
26-06-2022,Andhra Pradesh,2320882,2305633,14731
27-06-2022,Andhra Pradesh,2320992,2305685,14731
28-06-2022,Andhra Pradesh,2321035,2305719,14731
29-06-2022,Andhra Pradesh,2321207,2305818,14731
30-06-2022,Andhra Pradesh,2321379,2305893,14731
1/7/2022,Andhra Pradesh,2321573,2305974,14731
2/7/2022,Andhra Pradesh,2321796,2306088,14731
3/7/2022,Andhra Pradesh,2321956,2306180,14731
4/7/2022,Andhra Pradesh,2322245,2306282,14731
5/7/2022,Andhra Pradesh,2322364,2306383,14731
6/7/2022,Andhra Pradesh,2322686,2306537,14731
7/7/2022,Andhra Pradesh,2322994,2306724,14731
8/7/2022,Andhra Pradesh,2323316,2306925,14731
9/7/2022,Andhra Pradesh,2323663,2307116,14731
10/7/2022,Andhra Pradesh,2323948,2307283,14732
11/7/2022,Andhra Pradesh,2323948,2307283,14732
12/7/2022,Andhra Pradesh,2324393,2307718,14733
13-07-2022,Andhra Pradesh,2324796,2308021,14733
14-07-2022,Andhra Pradesh,2325203,2308349,14733
15-07-2022,Andhra Pradesh,2325680,2308708,14733
16-07-2022,Andhra Pradesh,2326044,2309070,14733
17-07-2022,Andhra Pradesh,2326580,2309365,14733
18-07-2022,Andhra Pradesh,2327073,2309580,14733
19-07-2022,Andhra Pradesh,2327197,2309863,14733
20-07-2022,Andhra Pradesh,2327662,2310215,14733
21-07-2022,Andhra Pradesh,2328151,2310613,14733
22-07-2022,Andhra Pradesh,2328666,2311032,14733
23-07-2022,Andhra Pradesh,2329106,2311450,14733
24-07-2022,Andhra Pradesh,2329479,2311865,14733
25-07-2022,Andhra Pradesh,2329921,2312248,14733
26-07-2022,Andhra Pradesh,2330067,2312570,14733
27-07-2022,Andhra Pradesh,2330404,2313038,14733
28-07-2022,Andhra Pradesh,2330759,2313533,14733
29-07-2022,Andhra Pradesh,2331092,2314004,14733
30-07-2022,Andhra Pradesh,2331417,2314349,14733
31-07-2022,Andhra Pradesh,2331758,2314707,14733
1/8/2022,Andhra Pradesh,2332090,2315053,14733
2/8/2022,Andhra Pradesh,2332165,2315313,14733
3/8/2022,Andhra Pradesh,2332462,2315687,14733
4/8/2022,Andhra Pradesh,2332721,2316046,14733
5/8/2022,Andhra Pradesh,2332993,2316385,14733
6/8/2022,Andhra Pradesh,2333224,2316704,14733
7/8/2022,Andhra Pradesh,2333437,2317034,14733
8/8/2022,Andhra Pradesh,2333672,2317309,14733
9/8/2022,Andhra Pradesh,2333710,2317524,14733
10/8/2022,Andhra Pradesh,2333936,2317812,14733
11/8/2022,Andhra Pradesh,2334084,2318081,14733
12/8/2022,Andhra Pradesh,2334303,2318331,14733
13-08-2022,Andhra Pradesh,2334493,2318582,14733
14-08-2022,Andhra Pradesh,2334685,2318753,14733
15-08-2022,Andhra Pradesh,2334877,2318918,14733
16-08-2022,Andhra Pradesh,2334934,2319030,14733
17-08-2022,Andhra Pradesh,2335050,2319219,14733
18-08-2022,Andhra Pradesh,2335247,2319416,14733
19-08-2022,Andhra Pradesh,2335454,2319611,14733
20-08-2022,Andhra Pradesh,2335632,2319779,14733
21-08-2022,Andhra Pradesh,2335791,2319961,14733
22-08-2022,Andhra Pradesh,2335933,2320121,14733
23-08-2022,Andhra Pradesh,2335966,2320227,14733
24-08-2022,Andhra Pradesh,2336130,2320358,14733
25-08-2022,Andhra Pradesh,2336266,2320568,14733
26-08-2022,Andhra Pradesh,2336386,2320752,14733
27-08-2022,Andhra Pradesh,2336518,2320919,14733
28-08-2022,Andhra Pradesh,2336614,2321063,14733
29-08-2022,Andhra Pradesh,2336725,2321189,14733
30-08-2022,Andhra Pradesh,2336750,2321283,14733
31-08-2022,Andhra Pradesh,2336848,2321432,14733
1/9/2022,Andhra Pradesh,2336972,2321538,14733
2/9/2022,Andhra Pradesh,2337002,2321647,14733
3/9/2022,Andhra Pradesh,2337085,2321753,14733
4/9/2022,Andhra Pradesh,2337156,2321850,14733
5/9/2022,Andhra Pradesh,2337241,2321954,14733
6/9/2022,Andhra Pradesh,2337260,2322014,14733
7/9/2022,Andhra Pradesh,2337326,2322095,14733
8/9/2022,Andhra Pradesh,NA,2322212,14733
00-01-1900,Andhra Pradesh,NA,NA,NA
9/9/2022,Andhra Pradesh,2337466,2322258,14733
10/9/2022,Andhra Pradesh,2337518,2322331,14733
11/9/2022,Andhra Pradesh,2337564,2322408,14733
12/9/2022,Andhra Pradesh,2337595,2322473,14733
13-09-2022,Andhra Pradesh,2337601,2322541,14733
14-09-2022,Andhra Pradesh,2337659,2322601,14733
15-09-2022,Andhra Pradesh,2337708,2322671,14733
16-09-2022,Andhra Pradesh,2337758,2322734,14733
17-09-2022,Andhra Pradesh,2337803,2322782,14733
18-09-2022,Andhra Pradesh,2337858,2322824,14733
19-09-2022,Andhra Pradesh,2337911,2322864,14733
20-09-2022,Andhra Pradesh,2337917,2322900,14733
21-09-2022,Andhra Pradesh,2337966,2322946,14733
22-09-2022,Andhra Pradesh,2338006,2322989,14733
23-09-2022,Andhra Pradesh,2338051,2323034,14733
24-09-2022,Andhra Pradesh,2338094,2323083,14733
25-09-2022,Andhra Pradesh,2338120,2323129,14733
26-09-2022,Andhra Pradesh,2338145,2323170,14733
27-09-2022,Andhra Pradesh,2338151,2323207,14733
28-09-2022,Andhra Pradesh,2338209,2323255,14733
29-09-2022,Andhra Pradesh,2338246,2323306,14733
30-09-2022,Andhra Pradesh,2338279,2323334,14733
1/10/2022,Andhra Pradesh,2338279,2323334,14733
2/10/2022,Andhra Pradesh,2338350,2323392,14733
3/10/2022,Andhra Pradesh,2338372,2323417,14733
4/10/2022,Andhra Pradesh,2338377,2323446,14733
5/10/2022,Andhra Pradesh,2338404,2323478,14733
6/10/2022,Andhra Pradesh,2338433,2323516,14733
7/10/2022,Andhra Pradesh,2338440,2323547,14733
8/10/2022,Andhra Pradesh,2338477,2323588,14733
9/10/2022,Andhra Pradesh,2338500,2323605,14733
10/10/2022,Andhra Pradesh,2338531,2323634,14733
11/10/2022,Andhra Pradesh,2338533,2323662,14733
12/10/2022,Andhra Pradesh,2338554,2323692,14733
13-10-2022,Andhra Pradesh,2338585,2323708,14733
14-10-2022,Andhra Pradesh,2338604,2323730,14733
15-10-2022,Andhra Pradesh,2338629,2323753,14733
16-10-2022,Andhra Pradesh,2338652,2323781,14733
17-10-2022,Andhra Pradesh,2338679,2323794,14733
18-10-2022,Andhra Pradesh,2338683,2323806,14733
19-10-2022,Andhra Pradesh,2338709,2323835,14733
20-10-2022,Andhra Pradesh,2338728,2323857,14733
21-10-2022,Andhra Pradesh,2338753,2323871,14733
22-10-2022,Andhra Pradesh,2338774,2323898,14733
23-10-2022,Andhra Pradesh,2338791,2323914,14733
24-10-2022,Andhra Pradesh,2338815,2323934,14733
25-10-2022,Andhra Pradesh,2338818,2323942,14733
26-10-2022,Andhra Pradesh,2338823,2323958,14733
27-10-2022,Andhra Pradesh,2338846,2323985,14733
28-10-2022,Andhra Pradesh,2338874,2324008,14733
29-10-2022,Andhra Pradesh,2338889,2324022,14733
30-10-2022,Andhra Pradesh,2338910,2324036,14733
31-10-2022,Andhra Pradesh,2338929,2324056,14733
1/11/2022,Andhra Pradesh,2338933,2324069,14733
2/11/2022,Andhra Pradesh,2338949,2324077,14733
3/11/2022,Andhra Pradesh,2338961,2324099,14733
4/11/2022,Andhra Pradesh,2338969,2324111,14733
5/11/2022,Andhra Pradesh,2338975,2324128,14733
6/11/2022,Andhra Pradesh,2338982,2324139,14733
7/11/2022,Andhra Pradesh,2338998,2324148,14733
8/11/2022,Andhra Pradesh,2338998,2324161,14733
9/11/2022,Andhra Pradesh,2339001,2324175,14733
10/11/2022,Andhra Pradesh,2339006,2324187,14733
